city,timestamp,temperature,season
New York,2010-03-03,12.428517926897989,spring
New York,2010-03-04,7.2528741978583575,spring
New York,2010-03-05,3.804904532645459,spring
New York,2010-03-06,14.568098028730851,spring
New York,2010-03-07,11.95494530229969,spring
New York,2010-03-08,9.557735900285454,spring
New York,2010-03-09,12.038671780010054,spring
New York,2010-03-10,14.121735443215726,spring
New York,2010-03-11,5.112563898947589,spring
New York,2010-03-12,19.084548840088964,spring
New York,2010-03-13,10.62253281124549,spring
New York,2010-03-14,12.42031562541742,spring
New York,2010-03-15,4.656434266317798,spring
New York,2010-03-16,13.915480454276373,spring
New York,2010-03-17,9.52487934959676,spring
New York,2010-03-18,8.595651532591788,spring
New York,2010-03-19,13.600834973769613,spring
New York,2010-03-20,4.829131459586669,spring
New York,2010-03-21,5.104412241712952,spring
New York,2010-03-22,2.7388556201578727,spring
New York,2010-03-23,0.5794355288079984,spring
New York,2010-03-24,12.667269386708892,spring
New York,2010-03-25,3.238585380388283,spring
New York,2010-03-26,7.824524768372936,spring
New York,2010-03-27,7.771276921204606,spring
New York,2010-03-28,1.7210285109318626,spring
New York,2010-03-29,18.751405762781943,spring
New York,2010-03-30,14.105048392606948,spring
New York,2010-03-31,19.087452729760837,spring
New York,2010-04-01,3.2275230688008794,spring
New York,2010-04-02,6.590873981555573,spring
New York,2010-04-03,13.03507986971734,spring
New York,2010-04-04,15.152000886926752,spring
New York,2010-04-05,9.600367707281588,spring
New York,2010-04-06,10.532137588141307,spring
New York,2010-04-07,-0.26274418348516804,spring
New York,2010-04-08,0.2737700628800681,spring
New York,2010-04-09,20.75557730067674,spring
New York,2010-04-10,9.366981637638851,spring
New York,2010-04-11,16.55436239158342,spring
New York,2010-04-12,10.29015649387066,spring
New York,2010-04-13,13.059262705473275,spring
New York,2010-04-14,8.561103746715576,spring
New York,2010-04-15,8.636453648001716,spring
New York,2010-04-16,16.650287334634637,spring
New York,2010-04-17,6.137537631962571,spring
New York,2010-04-18,-3.7879829517383463,spring
New York,2010-04-19,5.176844851271113,spring
New York,2010-04-20,16.043987888769976,spring
New York,2010-04-21,13.08317385117172,spring
New York,2010-04-22,20.169021943183154,spring
New York,2010-04-23,3.6036259479412642,spring
New York,2010-04-24,7.5974646926558345,spring
New York,2010-04-25,8.11778666964486,spring
New York,2010-04-26,11.899343622505777,spring
New York,2010-04-27,10.64142896673396,spring
New York,2010-04-28,8.23117756891295,spring
New York,2010-04-29,11.714479825735124,spring
New York,2010-04-30,8.043581191818733,spring
New York,2010-05-01,13.60369385602026,spring
New York,2010-05-02,4.344844661688732,spring
New York,2010-05-03,13.352572654548624,spring
New York,2010-05-04,14.978159905522553,spring
New York,2010-05-05,13.320132539112228,spring
New York,2010-05-06,6.118634645314344,spring
New York,2010-05-07,3.8976642380240323,spring
New York,2010-05-08,3.540574723924883,spring
New York,2010-05-09,12.985224237469643,spring
New York,2010-05-10,11.177569049888373,spring
New York,2010-05-11,10.831228144133423,spring
New York,2010-05-12,14.015789057425135,spring
New York,2010-05-13,9.982830269084042,spring
New York,2010-05-14,14.755345870023998,spring
New York,2010-05-15,11.656851144448428,spring
New York,2010-05-16,9.702086627763109,spring
New York,2010-05-17,-2.470396942309069,spring
New York,2010-05-18,6.388236434816873,spring
New York,2010-05-19,13.460018469105172,spring
New York,2010-05-20,13.727136967139145,spring
New York,2010-05-21,0.9576716753428265,spring
New York,2010-05-22,7.539342897509092,spring
New York,2010-05-23,8.321506477569358,spring
New York,2010-05-24,5.373301067798516,spring
New York,2010-05-25,9.862637590224033,spring
New York,2010-05-26,11.40238124150316,spring
New York,2010-05-27,10.186244712015126,spring
New York,2010-05-28,9.353740819219075,spring
New York,2010-05-29,7.043999817041625,spring
New York,2010-05-30,9.767004360913516,spring
New York,2010-05-31,4.95688482572307,spring
New York,2010-06-01,21.120922570469833,summer
New York,2010-06-02,23.654009467819265,summer
New York,2010-06-03,17.861978471148277,summer
New York,2010-06-04,25.302337417953023,summer
New York,2010-06-05,33.10046245618082,summer
New York,2010-06-06,38.82941818971791,summer
New York,2010-06-07,25.148991132100413,summer
New York,2010-06-08,22.48952363100851,summer
New York,2010-06-09,18.73847940932309,summer
New York,2010-06-10,26.24092121070681,summer
New York,2010-06-11,22.7272748073088,summer
New York,2010-06-12,33.33625109480646,summer
New York,2010-06-13,31.189080974794326,summer
New York,2010-06-14,24.685490563513834,summer
New York,2010-06-15,28.548774324133984,summer
New York,2010-06-16,26.883041887249316,summer
New York,2010-06-17,22.335828949220083,summer
New York,2010-06-18,24.99162046932583,summer
New York,2010-06-19,25.565675170985724,summer
New York,2010-06-20,24.28150488413471,summer
New York,2010-06-21,23.436253886479786,summer
New York,2010-06-22,24.73780098527188,summer
New York,2010-06-23,29.73892204145612,summer
New York,2010-06-24,30.424087958444844,summer
New York,2010-06-25,25.271253589031346,summer
New York,2010-06-26,21.074037750300178,summer
New York,2010-06-27,30.79712943961963,summer
New York,2010-06-28,22.184789969261914,summer
New York,2010-06-29,30.09967463360168,summer
New York,2010-06-30,27.252524825092358,summer
New York,2010-07-01,21.773313519537133,summer
New York,2010-07-02,30.40491810606725,summer
New York,2010-07-03,24.042278935070634,summer
New York,2010-07-04,29.27680064804057,summer
New York,2010-07-05,29.083690107961573,summer
New York,2010-07-06,24.86638840920888,summer
New York,2010-07-07,20.13254737840647,summer
New York,2010-07-08,27.55968880387024,summer
New York,2010-07-09,26.790776811867833,summer
New York,2010-07-10,23.79498007800653,summer
New York,2010-07-11,24.536764218999064,summer
New York,2010-07-12,17.04980434328671,summer
New York,2010-07-13,18.564144685560805,summer
New York,2010-07-14,20.54804028184809,summer
New York,2010-07-15,30.83618661394766,summer
New York,2010-07-16,22.03721067387296,summer
New York,2010-07-17,23.16925916893527,summer
New York,2010-07-18,23.23527898244277,summer
New York,2010-07-19,22.30871660418281,summer
New York,2010-07-20,24.296443359743527,summer
New York,2010-07-21,18.83267137865979,summer
New York,2010-07-22,16.564671448836567,summer
New York,2010-07-23,22.6494931174913,summer
New York,2010-07-24,28.60207486565101,summer
New York,2010-07-25,29.744764749035117,summer
New York,2010-07-26,19.730733371130924,summer
New York,2010-07-27,25.633299150616732,summer
New York,2010-07-28,29.942804931005295,summer
New York,2010-07-29,21.482187497951873,summer
New York,2010-07-30,17.747586606518357,summer
New York,2010-07-31,29.338164159831546,summer
New York,2010-08-01,30.235894676822394,summer
New York,2010-08-02,28.798496221790963,summer
New York,2010-08-03,24.353480098722514,summer
New York,2010-08-04,19.859155277344325,summer
New York,2010-08-05,17.216943897058403,summer
New York,2010-08-06,25.33948566976965,summer
New York,2010-08-07,26.242836685469104,summer
New York,2010-08-08,23.28330051681424,summer
New York,2010-08-09,16.357417116645905,summer
New York,2010-08-10,19.978261141893924,summer
New York,2010-08-11,21.597409028052674,summer
New York,2010-08-12,33.94103891319354,summer
New York,2010-08-13,21.49596047465619,summer
New York,2010-08-14,27.112499854636503,summer
New York,2010-08-15,15.880513072132997,summer
New York,2010-08-16,16.075246013474995,summer
New York,2010-08-17,29.342560940679135,summer
New York,2010-08-18,25.88064982071028,summer
New York,2010-08-19,23.68497892695542,summer
New York,2010-08-20,22.199679713463564,summer
New York,2010-08-21,24.07583025484109,summer
New York,2010-08-22,24.186265035031795,summer
New York,2010-08-23,32.79636987901663,summer
New York,2010-08-24,26.207256428758722,summer
New York,2010-08-25,24.1216753209781,summer
New York,2010-08-26,23.895580059251813,summer
New York,2010-08-27,32.475974301329884,summer
New York,2010-08-28,24.379313265788415,summer
New York,2010-08-29,28.75019820097395,summer
New York,2010-08-30,35.837449683059354,summer
New York,2010-08-31,27.50089712644394,summer
New York,2010-09-01,4.19706181200006,autumn
New York,2010-09-02,21.587981247080933,autumn
New York,2010-09-03,14.194917211177474,autumn
New York,2010-09-04,14.570270238146232,autumn
New York,2010-09-05,13.29412491106564,autumn
New York,2010-09-06,10.556261570605512,autumn
New York,2010-09-07,19.642647981017006,autumn
New York,2010-09-08,14.542719480427996,autumn
New York,2010-09-09,19.12416181191523,autumn
New York,2010-09-10,26.077406203379887,autumn
New York,2010-09-11,11.146202030265195,autumn
New York,2010-09-12,17.390391532736928,autumn
New York,2010-09-13,23.307882657451323,autumn
New York,2010-09-14,5.993078283431817,autumn
New York,2010-09-15,2.18919924043902,autumn
New York,2010-09-16,13.255883210245177,autumn
New York,2010-09-17,10.815643326814516,autumn
New York,2010-09-18,9.238426291502993,autumn
New York,2010-09-19,15.530527524046759,autumn
New York,2010-09-20,14.564123771600782,autumn
New York,2010-09-21,13.090278465863717,autumn
New York,2010-09-22,9.835685715342034,autumn
New York,2010-09-23,20.89932174097894,autumn
New York,2010-09-24,18.51447828596047,autumn
New York,2010-09-25,17.22201514608786,autumn
New York,2010-09-26,12.584871961853178,autumn
New York,2010-09-27,11.809726693099455,autumn
New York,2010-09-28,15.462630489104638,autumn
New York,2010-09-29,15.120151657690498,autumn
New York,2010-09-30,12.594201138128316,autumn
New York,2010-10-01,17.409093757274587,autumn
New York,2010-10-02,19.842104861688387,autumn
New York,2010-10-03,17.390097838504087,autumn
New York,2010-10-04,18.215915365838885,autumn
New York,2010-10-05,11.334176707437155,autumn
New York,2010-10-06,20.180496776548537,autumn
New York,2010-10-07,22.24527219569613,autumn
New York,2010-10-08,13.00827256254454,autumn
New York,2010-10-09,11.813973084763964,autumn
New York,2010-10-10,9.125913298729502,autumn
New York,2010-10-11,10.632957766716446,autumn
New York,2010-10-12,9.434214978942725,autumn
New York,2010-10-13,11.216519648134227,autumn
New York,2010-10-14,6.978410630105021,autumn
New York,2010-10-15,19.13845211444061,autumn
New York,2010-10-16,15.955653333651734,autumn
New York,2010-10-17,2.152269625569014,autumn
New York,2010-10-18,19.914328230184708,autumn
New York,2010-10-19,16.05423044575351,autumn
New York,2010-10-20,21.97786238538298,autumn
New York,2010-10-21,12.519744978211946,autumn
New York,2010-10-22,18.2763152251032,autumn
New York,2010-10-23,19.33603097691436,autumn
New York,2010-10-24,11.80589403952833,autumn
New York,2010-10-25,16.092232723323956,autumn
New York,2010-10-26,9.638158751339688,autumn
New York,2010-10-27,16.35097135236124,autumn
New York,2010-10-28,11.90257876917624,autumn
New York,2010-10-29,7.905945566656801,autumn
New York,2010-10-30,13.694898582686243,autumn
New York,2010-10-31,16.72987235519202,autumn
New York,2010-11-01,14.453945836969073,autumn
New York,2010-11-02,10.429282647705833,autumn
New York,2010-11-03,21.04760121803445,autumn
New York,2010-11-04,16.67192781338671,autumn
New York,2010-11-05,16.614378238976215,autumn
New York,2010-11-06,11.981824859851772,autumn
New York,2010-11-07,4.640066555536018,autumn
New York,2010-11-08,12.751910554982784,autumn
New York,2010-11-09,18.7991820986515,autumn
New York,2010-11-10,18.59520748332782,autumn
New York,2010-11-11,6.547683937854549,autumn
New York,2010-11-12,24.88931041230181,autumn
New York,2010-11-13,10.44202875554948,autumn
New York,2010-11-14,15.760740218003084,autumn
New York,2010-11-15,14.456726707970093,autumn
New York,2010-11-16,17.452256647266676,autumn
New York,2010-11-17,13.035887372384167,autumn
New York,2010-11-18,13.03584555979904,autumn
New York,2010-11-19,19.750704592027272,autumn
New York,2010-11-20,23.465666293532053,autumn
New York,2010-11-21,9.518860296486405,autumn
New York,2010-11-22,14.50884689789469,autumn
New York,2010-11-23,14.456354809298277,autumn
New York,2010-11-24,9.65109374415307,autumn
New York,2010-11-25,1.8062920489835221,autumn
New York,2010-11-26,15.745855056879716,autumn
New York,2010-11-27,11.416501509462936,autumn
New York,2010-11-28,16.647714280540452,autumn
New York,2010-11-29,10.632637566589125,autumn
New York,2010-11-30,16.071808174575988,autumn
New York,2010-12-01,6.220056757205614,winter
New York,2010-12-02,-6.6907102592287435,winter
New York,2010-12-03,4.190806915769022,winter
New York,2010-12-04,10.655355244620283,winter
New York,2010-12-05,-1.7873678815346699,winter
New York,2010-12-06,-1.518926341449113,winter
New York,2010-12-07,4.802458338024115,winter
New York,2010-12-08,1.9452532166097638,winter
New York,2010-12-09,5.260880290780023,winter
New York,2010-12-10,-4.877146569864917,winter
New York,2010-12-11,1.827329037665577,winter
New York,2010-12-12,-2.120302821962678,winter
New York,2010-12-13,-7.4641645648423545,winter
New York,2010-12-14,0.28676554523837255,winter
New York,2010-12-15,-3.3621292468291486,winter
New York,2010-12-16,0.6900601171708415,winter
New York,2010-12-17,-7.148516822710747,winter
New York,2010-12-18,6.019187951882214,winter
New York,2010-12-19,6.549493428110733,winter
New York,2010-12-20,0.862407291615498,winter
New York,2010-12-21,-2.9292641850065664,winter
New York,2010-12-22,0.32619316671384185,winter
New York,2010-12-23,-2.1753624979518116,winter
New York,2010-12-24,4.842299551458181,winter
New York,2010-12-25,-2.677231500428458,winter
New York,2010-12-26,-1.6632538056675,winter
New York,2010-12-27,3.139890893557502,winter
New York,2010-12-28,8.547571306804878,winter
New York,2010-12-29,4.894968251675217,winter
New York,2010-12-30,11.00558495038799,winter
New York,2010-12-31,-3.2030741356511245,winter
New York,2011-01-01,-5.997467282955364,winter
New York,2011-01-02,-3.341121525122916,winter
New York,2011-01-03,3.4856129958639785,winter
New York,2011-01-04,0.6022559789247807,winter
New York,2011-01-05,-2.6208412789889293,winter
New York,2011-01-06,1.920098602748048,winter
New York,2011-01-07,-4.185190389569954,winter
New York,2011-01-08,4.570281487524002,winter
New York,2011-01-09,-3.338205968438441,winter
New York,2011-01-10,7.238538913648441,winter
New York,2011-01-11,-4.621118288453138,winter
New York,2011-01-12,-1.1132039813730836,winter
New York,2011-01-13,7.673394686378639,winter
New York,2011-01-14,-2.396558030035605,winter
New York,2011-01-15,4.34887107604607,winter
New York,2011-01-16,-0.27710636936181854,winter
New York,2011-01-17,-8.067265411528496,winter
New York,2011-01-18,1.7474189370718172,winter
New York,2011-01-19,4.906809409892037,winter
New York,2011-01-20,-2.33793020771233,winter
New York,2011-01-21,2.529312442061555,winter
New York,2011-01-22,-5.557026691105574,winter
New York,2011-01-23,-2.6786767521229606,winter
New York,2011-01-24,-4.316961038640013,winter
New York,2011-01-25,9.249581897497004,winter
New York,2011-01-26,-3.427888453256198,winter
New York,2011-01-27,-3.968213367451508,winter
New York,2011-01-28,-3.1026082062457845,winter
New York,2011-01-29,-2.812064287845952,winter
New York,2011-01-30,-8.152781488447939,winter
New York,2011-01-31,0.6815122090625271,winter
New York,2011-02-01,9.357211520228635,winter
New York,2011-02-02,1.4751230926554197,winter
New York,2011-02-03,3.589644804208847,winter
New York,2011-02-04,8.634152728391832,winter
New York,2011-02-05,5.062928757696028,winter
New York,2011-02-06,0.115198997021843,winter
New York,2011-02-07,-6.515729056475129,winter
New York,2011-02-08,-7.069320641821093,winter
New York,2011-02-09,1.3516749463870226,winter
New York,2011-02-10,0.6831787389386648,winter
New York,2011-02-11,-1.69797290519818,winter
New York,2011-02-12,-3.9858651147633566,winter
New York,2011-02-13,1.927034179970402,winter
New York,2011-02-14,-3.583161232265717,winter
New York,2011-02-15,-9.115256940340675,winter
New York,2011-02-16,1.1184362990760912,winter
New York,2011-02-17,0.35992839812798194,winter
New York,2011-02-18,2.7373039685806893,winter
New York,2011-02-19,-10.538266124484952,winter
New York,2011-02-20,0.5549723993383944,winter
New York,2011-02-21,2.9407210780928814,winter
New York,2011-02-22,-4.38727244962588,winter
New York,2011-02-23,-1.6315859697286605,winter
New York,2011-02-24,8.325143886136692,winter
New York,2011-02-25,0.16353951541884648,winter
New York,2011-02-26,2.3210312605535193,winter
New York,2011-02-27,-6.637339446743127,winter
New York,2011-02-28,0.7680854068885947,winter
New York,2011-03-01,12.064821895665222,spring
New York,2011-03-02,4.516262965441045,spring
New York,2011-03-03,5.007442483904648,spring
New York,2011-03-04,14.328623600754804,spring
New York,2011-03-05,13.425865240618673,spring
New York,2011-03-06,12.739172987143391,spring
New York,2011-03-07,5.7645675795575855,spring
New York,2011-03-08,1.896528020621341,spring
New York,2011-03-09,14.602693472321999,spring
New York,2011-03-10,8.823043731207958,spring
New York,2011-03-11,4.575002460702255,spring
New York,2011-03-12,5.876907065770045,spring
New York,2011-03-13,5.347524043125199,spring
New York,2011-03-14,9.629450049374187,spring
New York,2011-03-15,14.199112287985987,spring
New York,2011-03-16,13.914826036663374,spring
New York,2011-03-17,2.202624939348029,spring
New York,2011-03-18,15.309191065066218,spring
New York,2011-03-19,14.618784049542526,spring
New York,2011-03-20,15.712157923916307,spring
New York,2011-03-21,12.199554073246436,spring
New York,2011-03-22,6.990122335161115,spring
New York,2011-03-23,3.2795145425101797,spring
New York,2011-03-24,2.847858105820168,spring
New York,2011-03-25,9.975224169140365,spring
New York,2011-03-26,10.689907784404223,spring
New York,2011-03-27,11.341137044721753,spring
New York,2011-03-28,6.311577354540763,spring
New York,2011-03-29,-0.7032785063792844,spring
New York,2011-03-30,10.501439047253632,spring
New York,2011-03-31,7.622685230661112,spring
New York,2011-04-01,18.136039971280823,spring
New York,2011-04-02,13.728744210663319,spring
New York,2011-04-03,8.809138156875237,spring
New York,2011-04-04,14.747660986646139,spring
New York,2011-04-05,12.9580920328172,spring
New York,2011-04-06,9.68852572741293,spring
New York,2011-04-07,16.325213837024712,spring
New York,2011-04-08,6.23884624201117,spring
New York,2011-04-09,12.927611762645697,spring
New York,2011-04-10,2.113992506388646,spring
New York,2011-04-11,7.258944951500157,spring
New York,2011-04-12,6.043895764811625,spring
New York,2011-04-13,12.611283680887851,spring
New York,2011-04-14,7.964405565891754,spring
New York,2011-04-15,9.92220852335514,spring
New York,2011-04-16,13.012139432100934,spring
New York,2011-04-17,9.845988003118114,spring
New York,2011-04-18,3.6114098871689713,spring
New York,2011-04-19,15.921399090513383,spring
New York,2011-04-20,13.342238859535923,spring
New York,2011-04-21,10.880930755759524,spring
New York,2011-04-22,7.025936836339826,spring
New York,2011-04-23,9.148002465992445,spring
New York,2011-04-24,6.203150943688106,spring
New York,2011-04-25,18.540999119612867,spring
New York,2011-04-26,12.37724475717225,spring
New York,2011-04-27,19.151011803916557,spring
New York,2011-04-28,13.652812026418193,spring
New York,2011-04-29,7.63212510156044,spring
New York,2011-04-30,8.875384718546886,spring
New York,2011-05-01,8.552342887566788,spring
New York,2011-05-02,16.289788264706125,spring
New York,2011-05-03,23.02312225050922,spring
New York,2011-05-04,9.277765981447684,spring
New York,2011-05-05,8.732579393700924,spring
New York,2011-05-06,5.853979402461931,spring
New York,2011-05-07,13.293193378687445,spring
New York,2011-05-08,11.391287243322536,spring
New York,2011-05-09,8.278554751228889,spring
New York,2011-05-10,6.114257933637976,spring
New York,2011-05-11,18.616677302595065,spring
New York,2011-05-12,11.519781625733035,spring
New York,2011-05-13,10.256306333909329,spring
New York,2011-05-14,8.19797251224728,spring
New York,2011-05-15,10.242335382906173,spring
New York,2011-05-16,6.815250091200164,spring
New York,2011-05-17,9.4850224498719,spring
New York,2011-05-18,15.970172541093003,spring
New York,2011-05-19,11.678683128313114,spring
New York,2011-05-20,10.122742675884005,spring
New York,2011-05-21,8.722979984003116,spring
New York,2011-05-22,15.032094438950242,spring
New York,2011-05-23,17.041882914895044,spring
New York,2011-05-24,10.753897632384044,spring
New York,2011-05-25,8.648760423241393,spring
New York,2011-05-26,6.525739859888944,spring
New York,2011-05-27,15.11860307544529,spring
New York,2011-05-28,5.637895162526031,spring
New York,2011-05-29,17.294699694939922,spring
New York,2011-05-30,6.682058924254049,spring
New York,2011-05-31,12.13332523239238,spring
New York,2011-06-01,30.37211334627132,summer
New York,2011-06-02,33.93830990095233,summer
New York,2011-06-03,29.379402885952377,summer
New York,2011-06-04,35.86978529526277,summer
New York,2011-06-05,29.565650768175388,summer
New York,2011-06-06,18.238418378731012,summer
New York,2011-06-07,27.88803573069832,summer
New York,2011-06-08,16.47414421848689,summer
New York,2011-06-09,17.078734970100008,summer
New York,2011-06-10,22.54108029542816,summer
New York,2011-06-11,28.066409393233844,summer
New York,2011-06-12,18.134774982461906,summer
New York,2011-06-13,25.795625608624064,summer
New York,2011-06-14,27.326080351641156,summer
New York,2011-06-15,22.474617227293113,summer
New York,2011-06-16,17.51430789029968,summer
New York,2011-06-17,24.693854744565375,summer
New York,2011-06-18,16.929166667227854,summer
New York,2011-06-19,31.894333148832388,summer
New York,2011-06-20,27.250486418707347,summer
New York,2011-06-21,21.958714347631357,summer
New York,2011-06-22,30.06320734553621,summer
New York,2011-06-23,22.441829164420838,summer
New York,2011-06-24,27.793957616507015,summer
New York,2011-06-25,23.35577880840239,summer
New York,2011-06-26,31.932165611562553,summer
New York,2011-06-27,8.230264248104262,summer
New York,2011-06-28,18.123119726469934,summer
New York,2011-06-29,29.21534139177954,summer
New York,2011-06-30,28.85019178763214,summer
New York,2011-07-01,26.854544984615956,summer
New York,2011-07-02,27.859671603925516,summer
New York,2011-07-03,24.86409736361937,summer
New York,2011-07-04,29.354548196194695,summer
New York,2011-07-05,26.881333865246337,summer
New York,2011-07-06,23.894526588882734,summer
New York,2011-07-07,23.293629872258542,summer
New York,2011-07-08,24.503938750125403,summer
New York,2011-07-09,32.19450381124332,summer
New York,2011-07-10,28.396664503994053,summer
New York,2011-07-11,23.679216810654736,summer
New York,2011-07-12,26.105779437206216,summer
New York,2011-07-13,29.745258594019084,summer
New York,2011-07-14,23.568385772171833,summer
New York,2011-07-15,31.797955735431472,summer
New York,2011-07-16,11.281592759406195,summer
New York,2011-07-17,28.344968002590385,summer
New York,2011-07-18,19.18265425796166,summer
New York,2011-07-19,27.720186626607674,summer
New York,2011-07-20,24.021612675764825,summer
New York,2011-07-21,29.312517691888218,summer
New York,2011-07-22,22.717994684782738,summer
New York,2011-07-23,22.311717185720582,summer
New York,2011-07-24,18.93283006124228,summer
New York,2011-07-25,19.21126816457575,summer
New York,2011-07-26,28.704846440527007,summer
New York,2011-07-27,30.23794293690124,summer
New York,2011-07-28,30.372345217094054,summer
New York,2011-07-29,22.254093871194733,summer
New York,2011-07-30,25.93682672338048,summer
New York,2011-07-31,21.805077300918125,summer
New York,2011-08-01,24.99358912571202,summer
New York,2011-08-02,21.776519584997768,summer
New York,2011-08-03,27.823639078749462,summer
New York,2011-08-04,30.182145015322618,summer
New York,2011-08-05,12.810924770948336,summer
New York,2011-08-06,33.681169156417155,summer
New York,2011-08-07,23.636397516182615,summer
New York,2011-08-08,25.053583051490047,summer
New York,2011-08-09,26.3023715719267,summer
New York,2011-08-10,24.47672353408793,summer
New York,2011-08-11,27.813233531302874,summer
New York,2011-08-12,24.834656983890206,summer
New York,2011-08-13,22.482290754066995,summer
New York,2011-08-14,22.88144288237211,summer
New York,2011-08-15,24.5392848829496,summer
New York,2011-08-16,18.59214066007124,summer
New York,2011-08-17,30.919041414015066,summer
New York,2011-08-18,25.46756476785228,summer
New York,2011-08-19,28.723701699196027,summer
New York,2011-08-20,27.834345972395035,summer
New York,2011-08-21,29.6167162441922,summer
New York,2011-08-22,26.463470099218988,summer
New York,2011-08-23,24.844596929595625,summer
New York,2011-08-24,32.07428157580946,summer
New York,2011-08-25,25.103443398205744,summer
New York,2011-08-26,26.113302403728028,summer
New York,2011-08-27,25.316730956979363,summer
New York,2011-08-28,27.70365057463456,summer
New York,2011-08-29,29.30111546808271,summer
New York,2011-08-30,16.577734686171453,summer
New York,2011-08-31,31.680702945324605,summer
New York,2011-09-01,20.48672750298124,autumn
New York,2011-09-02,10.722504926155867,autumn
New York,2011-09-03,19.72061845345191,autumn
New York,2011-09-04,15.030360797269346,autumn
New York,2011-09-05,22.160421474108688,autumn
New York,2011-09-06,15.941615296457435,autumn
New York,2011-09-07,17.226811369915374,autumn
New York,2011-09-08,10.507133253282,autumn
New York,2011-09-09,19.64883729396277,autumn
New York,2011-09-10,10.969103674530576,autumn
New York,2011-09-11,15.14600395830174,autumn
New York,2011-09-12,6.755290225028027,autumn
New York,2011-09-13,20.258689751574195,autumn
New York,2011-09-14,20.459862270675483,autumn
New York,2011-09-15,12.521587904056016,autumn
New York,2011-09-16,16.175155895459582,autumn
New York,2011-09-17,26.00660629163423,autumn
New York,2011-09-18,13.609910364282797,autumn
New York,2011-09-19,14.83065008283511,autumn
New York,2011-09-20,18.218967587298494,autumn
New York,2011-09-21,2.842912023592419,autumn
New York,2011-09-22,15.66508321366835,autumn
New York,2011-09-23,12.619951867690645,autumn
New York,2011-09-24,15.630903994947927,autumn
New York,2011-09-25,14.659065296845323,autumn
New York,2011-09-26,14.126071293746888,autumn
New York,2011-09-27,22.78864628159496,autumn
New York,2011-09-28,21.920841484891906,autumn
New York,2011-09-29,26.04722466887491,autumn
New York,2011-09-30,9.732880277493372,autumn
New York,2011-10-01,7.171113472768131,autumn
New York,2011-10-02,16.053665298843608,autumn
New York,2011-10-03,16.201297576924883,autumn
New York,2011-10-04,13.846888860611738,autumn
New York,2011-10-05,19.9289585098521,autumn
New York,2011-10-06,20.601465878794546,autumn
New York,2011-10-07,21.05025070935518,autumn
New York,2011-10-08,14.952608005693435,autumn
New York,2011-10-09,11.26998532516733,autumn
New York,2011-10-10,16.46905191948641,autumn
New York,2011-10-11,8.246855434012918,autumn
New York,2011-10-12,13.337016025063587,autumn
New York,2011-10-13,14.456746515903175,autumn
